	0	1	2	3	4
11900	A9879	B7956			
11901	A9880	B7957			
11902	A9881	B7958			
11903	A9882	B7959			
11904	A9883	D3675			
11905	A9884	B7960			
11906	A9885	B7961			
11907	A9886	B7962			
11908	A9887	B7963			
11909	C1751	D3676			
11910	A9888	B7964			
11911	A9889	B7965			
11912	A9890	D3677			
11913	A9891	B7966			
11914	A9892	D3678			
11915	A9893	B7967			
11916	C1752	D3679			
11917	A9894	B7968			
11918	A9895	B7969			
11919	C1753	D3680			
11920	A9896	B7970			
11921	A9897	B7971			
11922	C1754	D3681			
11923	C1755	D3682			
11924	A9898	B7972			
11925	A9899	B7973			
11926	A9900	B7974			
11927	A9901	B7975			
11928	C1756	D3683			
11929	A9902	B7976			
11930	A9903	D3684			
11931	A9904	B7977			
11932	A9905	B7978			
11933	A9906	D3685			
11934	C1757	D3686			
11935	A9907	B7979			
11936	C1758	D3687			
11937	A9908	B7980			
11938	A9909	B7981			
11939	A9910	D3688			
11940	A9911	B7982			
11941	A9912	B7983			
11942	C1759	D3689			
11943	A9913	B7984			
11944	C1760	D3690			
11945	C1761	D3691			
11946	A9914	B7985			
11947	A9915	D3692			
11948	A9916	B7986			
11949	A9917	B7987			
11950	A9918	D3693			
11951	A9919	B7988			
11952	A9920	B7989			
11953	C1762	D3694			
11954	A9921	B7990			
11955	A9922	B7991			
11956	C1763	D3695			
11957	C1764	B7992			
11958	A9923	B7993			
11959	A9924	D3696			
11960	A9925	B7994			
11961	A9926	B7995			
11962	A9927	D3697			
11963	A9928	D3698			
11964	C1765	B7996			
11965	A9929	D3699			
11966	A9930	D3700			
11967	A9931	B7997			
11968	A9932	D3701			
11969	A9933	B7998			
11970	C1766	D3702			
11971	A9934	B7999			
11972	A9935	B8000			
11973	C1767	D3703			
11974	A9936	D3704			
11975	A9937	D3705			
11976	A9938	B8001			
11977	A9939	B8002			
11978	A9940	B8003			
11979	A9941	B8004			
11980	A9942	B8005			
11981	A9943	D3706			
11982	A9944	B8006			
11983	A9945	D3707			
11984	A9947	D3708			
11985	A9948	B8008			
11986	A9949	B8009			
11987	A9950	B8010			
11988	A9951	B8011			
11989	A9952	B8012			
11990	A9953	B8013			
11991	A9954	B8014			
11992	A9955	D3710			
11993	A9956	B8015			
11994	C1769	D3711			
11995	A9957	B8016			
11996	A9958	B8017			
11997	C1770	B8018			
11998	A9959	B8019			
11999	A9960	B8020			
12000	A9961	B8021			
12001	A9962	B8022			
12002	A9963	D3713			
12003	C1772	D3714			
12004	A9964	D3715			
12005	A9965	D3716			
12006	A9966	B8023			
12007	A9967	B8024			
12008	A9968	B8025			
12009	A9969	B8026			
12010	A9970	B8027			
12011	C1773	D3717			
12012	A9971	D3718			
12013	A9972	B8028			
12014	A9973	B8029			
12015	A9974	D3719			
12016	A9975	B8030			
12017	A9976	B8031			
12018	A9977	B8032			
12019	A9978	B8033			
12020	C1774	B8034			
12021	A9979	D3721			
12022	A9980	D3722			
12023	A9981	B8035			
12024	A9982	B8036			
12025	C1776	D3723			
12026	A9983	B8037			
12027	A9984	B8038			
12028	A9985	B8039			
12029	A9986	D3724			
12030	A9987	B8040			
12031	A9988	B8041			
12032	A9989	B8042			
12033	A9990	B8043			
12034	A9991	B8044			
12035	A9992	B8045			
12036	A9993	B8046			
12037	A9994	D3725			
12038	A9995	B8047			
12039	C1777	D3726			
12040	A9996	B8048			
12041	A9997	B8049			
12042	A9998	B8050			
12043	A9999	B8051			
12044	A10000	B8052			
12045	A10001	B8053			
12046	A10002	B8054			
12047	A10003	D3727			
12048	A10004	B8055			
12049	A10005	B8056			
12050	A10006	B8057			
12051	A10007	B8058			
12052	A10008	D3728			
12053	A10009	B8059			
12054	A10010	B8060			
12055	C1778	D3729			
12056	A10011	D3730			
12057	A10012	D3731			
12058	C1779	D3732			
12059	A10013	B8061			
12060	A10014	D3733			
12061	A10015	D3734			
12062	C1780	D3735			
12063	A10017	B8063			
12064	A10018	B8064			
12065	A10019	B8065			
12066	C1781	D3736			
12067	A10020	B8066			
12068	A10021	B8067			
12069	A10022	B8068			
12070	A10023	B8069			
12071	A10024	B8070			
12072	A10025	B8071			
12073	A10026	B8072			
12074	A10027	B8073			
12075	A10028	B8074			
12076	A10029	B8075			
12077	A10030	B8076			
12078	A10031	D3737			
12079	A10032	B8077			
12080	A10033	B8078			
12081	A10034	B8079			
12082	A10035	B8080			
12083	A10036	B8081			
12084	A10037	B8082			
12085	A10038	B8083			
12086	A10039	B8084			
12087	A10040	D3738			
12088	A10041	B8085			
12089	A10042	B8086			
12090	A10043	B8087			
12091	A10044	B8088			
12092	A10045	B8089			
12093	A10046	B8090			
12094	A10047	B8091			
12095	A10048	B8092			
12096	A10049	B8093			
12097	A10050	D3739			
12098	C1782	D3740			
12099	A10051	B8094			
12100	C1783	D3741			
12101	A10052	D3742			
12102	C1784	D3743			
12103	C1785	B8095			
12104	A10053	B8096			
12105	A10054	B8097			
12106	A10055	B8098			
12107	A10056	B8099			
12108	C1786	D3744			
12109	A10057	B8100			
12110	A10058	B8101			
12111	A10059	B8102			
12112	A10060	B8103			
12113	A10061	B8104			
12114	A10062	B8105			
12115	C1787	D3745			
12116	A10063	B8106			
12117	A10064	B8107			
12118	A10065	B8108			
12119	C1788	D3746			
12120	A10067	B8110			
12121	A10068	B8111			
12122	C1789	D3747			
12123	A10069	B8112			
12124	A10070	B8113			
12125	A10071	D3748			
12126	A10072	B8114			
12127	A10073	D3749			
12128	A10074	B8115			
12129	A10075	B8116			
12130	A10076	B8117			
12131	C1790	D3750			
12132	A10077	B8118			
12133	A10078	B8119			
12134	A10079	B8120			
12135	A10080	D3751			
12136	A10081	B8121			
12137	A10082	D3752			
12138	A10083	B8122			
12139	A10084	B8123			
12140	C1791	D3753			
12141	A10085	B8124			
12142	A10086	B8125			
12143	A10087	B8126			
12144	A10088	B8127			
12145	A10089	B8128			
12146	A10090	D3754			
12147	A10091	D3755			
12148	C1792	D3756			
12149	C1793	D3757			
12150	A10092	D3758			
12151	A10093	B8129			
12152	A10094	B8130			
12153	C1794	B8131			
12154	C1795	D3759			
12155	A10095	D3760			
12156	C1796	B8132			
12157	C1797	D3761			
12158	A10096	B8133			
12159	A10097	B8134			
12160	A10098	B8135			
12161	A10099	B8136			
12162	C1798	D3762			
12163	A10100	B8137			
12164	A10101	B8138			
12165	A10102	B8139			
12166	A10103	B8140			
12167	C1799	D3763			
12168	A10104	B8141			
12169	C1800	B8142			
12170	C1801	B8143			
12171	A10106	B8145			
12172	A10107	D3764			
12173	A10108	B8146			
12174	A10109	B8147			
12175	A10110	B8148			
12176	C1802	D3765			
12177	A10111	B8149			
12178	A10112	D3766			
12179	A10113	B8150			
12180	C1803	D3767			
12181	A10114	B8151			
12182	A10115	B8152			
12183	A10116	B8153			
12184	C1804	D3768			
12185	A10117	B8154			
12186	A10118	B8155			
12187	A10119	D3769			
12188	A10120	B8156			
12189	A10121	D3770			
12190	A10122	B8157			
12191	A10123	B8158			
12192	A10124	D3771			
12193	A10125	D3772			
12194	A10126	D3773			
12195	A10127	D3774			
12196	C1805	D3775			
12197	A10128	B8159			
12198	A10129	D3776			
12199	A10130	B8160			
12200	A10131	B8161			
12201	A10132	D3777			
12202	C1806	D3778			
12203	A10133	B8162			
12204	C1807	D3779			
12205	A10134	D3780			
12206	C1808	D3781			
12207	A10135	B8163			
12208	A10136	B8164			
12209	A10137	D3782			
12210	A10138	B8165			
12211	A10139	B8166			
12212	C1809	B8167			
12213	A10141	B8169			
12214	A10142	B8170			
12215	A10143	B8171			
12216	A10144	B8172			
12217	A10145	B8173			
12218	C1810	D3783			
12219	A10146	B8174			
12220	A10147	B8175			
12221	A10148	D3784			
12222	A10149	D3785			
12223	A10150	B8176			
12224	A10151	D3786			
12225	A10152	B8177			
12226	C1811	D3787			
12227	A10153	B8178			
12228	A10154	B8179			
12229	A10155	D3788			
12230	A10156	B8180			
12231	C1812	D3789			
12232	C1813	D3790			
12233	C1814	D3791			
12234	A10157	B8181			
12235	A10158	B8182			
12236	A10159	B8183			
12237	A10160	D3792			
12238	A10162	B8184			
12239	A10163	D3793			
12240	A10164	B8185			
12241	A10165	B8186			
12242	A10166	B8187			
12243	A10167	B8188			
12244	A10168	B8189			
12245	A10169	B8190			
12246	C1815	D3794			
12247	A10170	B8191			
12248	A10171	D3795			
12249	A10172	B8192			
12250	A10173	B8193			
12251	C1816	D3796			
12252	A10174	B8194			
12253	A10175	B8195			
12254	A10176	B8196			
12255	A10177	B8197			
12256	A10178	B8198			
12257	A10179	B8199			
12258	A10180	B8200			
12259	C1817	B8201			
12260	A10181	B8202			
12261	A10182	B8203			
12262	A10183	B8204			
12263	C1818	D3797			
12264	A10184	B8205			
12265	A10185	B8206			
12266	A10186	B8207			
12267	C1819	D3798			
12268	A10187	B8208			
12269	C1820	D3799			
12270	A10188	B8209			
12271	A10189	B8210			
12272	C1821	D3800			
12273	A10190	B8211			
12274	A10191	D3801			
12275	A10192	B8212			
12276	A10193	B8213			
12277	A10194	B8214			
12278	A10195	B8215			
12279	A10196	B8216			
12280	A10197	B8217			
12281	A10198	B8218			
12282	C1822	D3802			
12283	A10199	D3803			
12284	C1823	D3804			
12285	A10200	B8219			
12286	A10201	B8220			
12287	A10202	B8221			
12288	A10203	B8222			
12289	A10204	B8223			
12290	A10205	B8224			
12291	A10206	B8225			
12292	A10207	D3805			
12293	A10208	B8226			
12294	A10209	B8227			
12295	A10210	B8228			
12296	C1824	D3806			
12297	A10211	B8229			
12298	A10212	B8230			
12299	A10213	D3807			
12300	A10214	B8231			
12301	A10215	B8232			
12302	C1825	D3808			
12303	A10216	D3809			
12304	A10217	D3810			
12305	C1826	D3811			
12306	C1827	D3812			
12307	A10218	D3813			
12308	A10219	D3814			
12309	A10220	D3815			
12310	A10221	B8233			
12311	A10222	D3816			
12312	A10223	B8234			
12313	A10224	B8235			
12314	A10225	B8236			
12315	A10226	B8237			
12316	A10227	D3817			
12317	A10228	B8238			
12318	A10229	B8239			
12319	C1828	D3818			
12320	A10230	D3819			
12321	A10231	D3820			
12322	A10232	D3821			
12323	A10233	B8240			
12324	A10234	B8241			
12325	A10235	B8242			
12326	A10236	B8243			
12327	A10237	B8244			
12328	A10238	B8245			
12329	A10239	B8246			
12330	A10240	B8247			
12331	A10241	B8248			
12332	A10242	B8249			
12333	A10243	B8250			
12334	A10244	B8251			
12335	A10246	B8253			
12336	C1829	D3822			
12337	A10247	B8254			
12338	A10248	B8255			
12339	A10249	B8256			
12340	A10250	D3823			
12341	A10251	D3824			
12342	A10252	B8257			
12343	C1830	D3825			
12344	C1831	D3826			
12345	A10253	B8258			
12346	A10254	B8259			
12347	A10255	B8260			
12348	A10256	B8261			
12349	C1832	D3827			
12350	A10257	B8262			
12351	A10258	D3828			
12352	A10259	B8263			
12353	A10260	B8264			
12354	A10261	B8265			
12355	A10262	B8266			
12356	A10263	D3829			
12357	A10264	D3830			
12358	A10265	D3831			
12359	A10266	B8267			
12360	A10267	B8268			
12361	A10268	B8269			
12362	A10269	B8270			
12363	A10270	B8271			
12364	A10271	B8272			
12365	A10272	B8273			
12366	A10273	B8274			
12367	A10274	B8275			
12368	A10275	B8276			
12369	A10276	B8277			
12370	A10277	D3832			
12371	A10278	B8278			
12372	A10279	D3833			
12373	A10280	B8279			
12374	A10281	B8280			
12375	A10282	B8281			
12376	A10283	B8282			
12377	A10284	B8283			
12378	A10285	B8284			
12379	A10286	B8285			
12380	C1833	D3834			
12381	A10287	D3835			
12382	A10288	B8286			
12383	A10289	B8287			
12384	A10290	B8288			
12385	A10291	D3836			
12386	A10292	B8289			
12387	A10293	B8290			
12388	A10294	B8291			
12389	C1834	D3837			
12390	A10295	B8292			
12391	C1835	B8293			
12392	A10296	B8294			
12393	A10297	B8295			
12394	A10298	B8296			
12395	A10299	D3838			
12396	A10300	B8297			
12397	C1836	D3839			
12398	A10301	D3840			
12399	A10302	B8298			
12400	A10303	B8299			
12401	A10304	D3841			
12402	A10305	B8300			
12403	A10306	B8301			
12404	A10307	B8302			
12405	A10308	B8303			
12406	A10309	B8304			
12407	C1837	D3842			
12408	C1838	D3843			
12409	A10310	B8305			
12410	A10311	D3844			
12411	A10312	B8306			
12412	A10313	D3845			
12413	A10314	B8307			
12414	A10315	D3846			
12415	A10316	D3847			
12416	C1839	B8308			
12417	C1840	B8309			
12418	A10317	D3848			
12419	A10318	B8310			
12420	A10319	D3849			
12421	A10320	B8311			
12422	A10321	B8312			
12423	A10322	B8313			
12424	A10323	B8314			
12425	A10324	D3850			
12426	A10325	B8315			
12427	A10326	B8316			
12428	A10327	B8317			
12429	C1841	B8318			
12430	A10328	D3851			
12431	A10329	B8319			
12432	A10330	B8320			
12433	A10331	B8321			
12434	A10332	B8322			
12435	A10333	B8323			
12436	A10334	B8324			
12437	A10335	D3852			
12438	A10336	B8325			
12439	A10337	B8326			
12440	A10338	B8327			
12441	A10339	B8328			
12442	A10340	B8329			
12443	C1842	D3853			
12444	A10341	B8330			
12445	A10342	B8331			
12446	A10343	B8332			
12447	A10344	D3854			
12448	A10345	B8333			
12449	A10346	B8334			
12450	A10347	B8335			
12451	A10348	B8336			
12452	A10349	B8337			
12453	A10350	B8338			
12454	C1843	B8339			
12455	A10351	B8340			
12456	A10352	B8341			
12457	C1844	D3855			
12458	A10353	B8342			
12459	A10354	B8343			
12460	C1845	D3856			
12461	A10355	B8344			
12462	A10356	B8345			
12463	A10357	B8346			
12464	C1846	D3857			
12465	A10358	D3858			
12466	A10359	B8347			
12467	A10360	B8348			
12468	C1847	D3859			
12469	A10361	D3860			
12470	A10362	B8349			
12471	A10363	B8350			
12472	A10364	D3861			
12473	A10365	B8351			
12474	C1848	D3862			
12475	A10366	D3863			
12476	A10367	B8352			
12477	A10368	B8353			
12478	A10369	B8354			
12479	A10370	B8355			
12480	A10371	B8356			
12481	C1849	D3864			
12482	C1851	D3866			
12483	A10372	B8357			
12484	A10373	B8358			
12485	C1852	B8359			
12486	A10374	B8360			
12487	A10375	B8361			
12488	A10376	B8362			
12489	A10377	B8363			
12490	A10378	D3867			
12491	A10379	B8364			
12492	A10380	B8365			
12493	A10381	B8366			
12494	A10382	B8367			
12495	C1853	D3868			
12496	A10383	B8368			
12497	A10384	B8369			
12498	A10385	D3869			
12499	A10386	D3870			
12500	A10387	B8370			
12501	A10388	D3871			
12502	C1854	B8371			
12503	A10389	B8372			
12504	A10390	B8373			
12505	C1855	D3872			
12506	A10391	D3873			
12507	A10392	B8374			
12508	C1856	D3874			
12509	A10394	B8376			
12510	A10395	B8377			
12511	A10396	D3875			
12512	A10397	B8378			
12513	A10398	B8379			
12514	A10399	B8380			
12515	A10400	B8381			
12516	C1857	D3876			
12517	A10401	B8382			
12518	A10402	B8383			
12519	A10403	B8384			
12520	A10404	D3877			
12521	A10405	D3878			
12522	A10406	D3879			
12523	A10407	B8386			
12524	A10408	B8387			
12525	A10409	B8388			
12526	A10410	D3880			
12527	A10411	D3881			
12528	A10412	D3882			
12529	A10413	D3883			
12530	A10414	B8389			
12531	A10415	B8390			
12532	A10416	B8391			
12533	A10417	D3884			
12534	A10418	D3885			
12535	C1858	D3886			
12536	A10419	D3887			
12537	A10420	B8392			
12538	C1859	D3888			
12539	A10421	B8393			
12540	C1860	D3889			
12541	A10422	D3890			
12542	A10423	B8394			
12543	A10424	B8395			
12544	A10425	B8396			
12545	A10426	B8397			
12546	A10428	B8399			
12547	A10429	B8400			
12548	A10430	B8401			
12549	A10431	B8402			
12550	C1861	B8403			
12551	A10432	B8404			
12552	A10433	D3891			
12553	A10434	B8405			
12554	A10435	B8406			
12555	A10436	D3892			
12556	A10437	B8407			
12557	A10439	B8409			
12558	C1862	D3893			
12559	A10440	D3894			
12560	A10441	B8410			
12561	A10442	D3895			
12562	A10443	B8411			
12563	A10444	B8412			
12564	A10445	D3896			
12565	A10446	B8413			
12566	C1863	D3897			
12567	C1864	D3898			
12568	A10447	B8414			
12569	C1865	D3899			
12570	A10448	B8415			
12571	A10449	B8416			
12572	A10450	B8417			
12573	A10451	B8418			
12574	A10452	B8419			
12575	C1866	D3900			
12576	A10453	B8420			
12577	C1867	D3901			
12578	C1868	D3902			
12579	A10454	D3903			
12580	A10455	B8421			
12581	A10456	B8422			
12582	C1869	B8423			
12583	A10457	B8424			
12584	A10458	B8425			
12585	C1870	D3904			
12586	A10459	B8426			
12587	A10460	B8427			
12588	C1871	D3905			
12589	A10461	B8428			
12590	C1872	B8429			
12591	A10462	B8430			
12592	C1873	D3906			
12593	C1874	B8431			
12594	A10463	B8432			
12595	A10464	B8433			
12596	A10466	B8434			
12597	C1875	D3907			
12598	A10467	B8435			
12599	C1876	D3908			
12600	A10469	B8437			
12601	A10470	D3909			
12602	A10471	B8438			
12603	A10472	B8439			
12604	C1877	D3910			
12605	A10473	D3911			
12606	A10474	B8440			
12607	A10475	D3912			
12608	C1878	B8441			
12609	A10476	D3913			
12610	A10477	B8442			
12611	A10478	B8443			
12612	A10479	B8444			
12613	A10480	B8445			
12614	C1879	D3914			
12615	A10481	B8446			
12616	A10482	D3915			
12617	A10483	D3916			
12618	A10484	D3917			
12619	A10485	B8447			
12620	A10486	B8448			
12621	C1880	D3918			
12622	A10487	B8449			
12623	A10489	B8451			
12624	A10490	B8452			
12625	A10491	B8453			
12626	A10493	B8454			
12627	A10494	B8455			
12628	A10495	B8456			
12629	A10496	D3919			
12630	C1881	D3920			
12631	C1882	D3921			
12632	A10498	B8458			
12633	A10499	B8459			
12634	A10500	B8460			
12635	A10501	B8461			
12636	A10502	B8462			
12637	C1883	D3922			
12638	A10504	B8464			
12639	A10505	B8465			
12640	A10506	B8466			
12641	A10507	D3923			
12642	A10508	B8467			
12643	A10509	B8469			
12644	A10510	B8470			
12645	A10511	B8471			
12646	C1884	D3924			
12647	A10512	D3925			
12648	A10513	B8472			
12649	A10514	B8473			
12650	A10515	D3926			
12651	A10516	B8474			
12652	A10517	B8475			
12653	C1885	B8476			
12654	A10518	B8477			
12655	A10519	B8478			
12656	A10520	B8479			
12657	A10521	B8480			
12658	A10522	D3927			
12659	A10523	B8481			
12660	A10524	B8482			
12661	A10525	B8483			
12662	A10526	B8484			
12663	A10527	B8485			
12664	A10528	B8486			
12665	A10529	B8487			
12666	A10530	B8488			
12667	A10531	B8489			
12668	A10532	B8490			
12669	A10533	B8491			
12670	A10534	B8492			
12671	A10535	B8493			
12672	A10536	B8494			
12673	A10537	B8495			
12674	A10538	B8496			
12675	C1886	D3928			
12676	C1887	D3929			
12677	C1888	D3930			
12678	A10539	B8497			
12679	A10540	D3931			
12680	A10541	B8498			
12681	A10542	B8499			
12682	A10543	B8500			
12683	C1889	D3932			
12684	A10544	B8501			
12685	A10545	B8502			
12686	A10546	B8503			
12687	A10547	B8504			
12688	A10548	B8505			
12689	A10549	B8507			
12690	A10550	B8508			
12691	A10551	B8509			
12692	C1890	D3933			
12693	A10552	B8510			
12694	C1891	D3934			
12695	C1892	D3935			
12696	A10553	B8511			
12697	A10554	B8512			
12698	A10555	B8513			
12699	A10556	D3936			
12700	A10557	B8514			
12701	A10559	B8516			
12702	A10560	D3937			
12703	A10561	B8517			
12704	C1893	D3938			
12705	A10562	B8518			
12706	A10563	D3939			
12707	A10564	B8519			
12708	A10565	D3940			
12709	A10566	D3941			
12710	A10567	B8520			
12711	A10568	B8521			
12712	A10569	B8522			
12713	A10570	B8523			
12714	A10571	B8524			
12715	A10572	B8525			
12716	C1894	D3942			
12717	A10573	B8526			
12718	A10574	B8528			
12719	A10575	B8529			
12720	A10576	B8530			
12721	A10577	B8531			
12722	A10578	D3943			
12723	A10579	B8532			
12724	A10580	B8533			
12725	A10581	B8534			
12726	A10582	D3944			
12727	A10583	B8535			
12728	C1895	D3945			
12729	A10584	B8536			
12730	C1896	D3946			
12731	A10585	D3947			
12732	C1897	D3948			
12733	A10586	B8537			
12734	A10587	D3949			
12735	A10588	D3950			
12736	A10589	B8538			
12737	C1898	D3951			
12738	C1899	D3952			
12739	C1900	B8539			
12740	A10590	B8540			
12741	A10591	B8541			
12742	A10592	B8542			
12743	A10593	D3953			
12744	C1901	D3954			
12745	C1902	D3955			
12746	A10594	B8543			
12747	A10595	B8544			
12748	A10596	D3956			
12749	A10597	B8545			
12750	A10598	B8546			
12751	A10599	B8547			
12752	A10600	B8548			
12753	C1903	D3957			
12754	A10601	B8549			
12755	A10602	B8550			
12756	C1904	D3958			
12757	A10603	B8551			
12758	A10604	D3959			
12759	C1905	D3960			
12760	A10606	B8553			
12761	A10607	D3961			
12762	A10608	B8554			
12763	A10609	D3962			
12764	A10610	B8555			
12765	A10611	D3963			
12766	A10612	B8556			
12767	A10613	B8557			
12768	A10614	B8558			
12769	A10615	B8559			
12770	A10616	B8560			
12771	A10617	D3964			
12772	A10618	B8561			
12773	A10619	B8562			
12774	A10620	B8563			
12775	A10621	B8564			
12776	C1906	D3965			
12777	A10624	B8567			
12778	A10625	B8568			
12779	A10626	B8569			
12780	A10627	B8570			
12781	A10628	B8571			
12782	A10629	B8572			
12783	A10630	B8573			
12784	C1907	D3966			
12785	A10631	B8574			
12786	C1908	D3967			
12787	A10632	D3968			
12788	A10633	B8575			
12789	A10634	B8576			
12790	A10635	B8577			
12791	A10636	B8578			
12792	A10637	B8579			
12793	A10638	D3969			
12794	A10639	D3970			
12795	A10640	B8580			
12796	A10641	D3971			
12797	A10642	B8581			
12798	A10643	B8582			
12799	C1909	D3972			
12800	A10644	B8583			
12801	A10645	D3973			
12802	A10646	B8584			
12803	A10647	B8585			
12804	A10648	B8586			
12805	A10649	B8587			
12806	A10650	B8588			
12807	A10651	B8589			
12808	A10652	B8590			
12809	A10653	B8591			
12810	C1910	D3974			
12811	A10654	B8592			
12812	C1911	D3975			
12813	A10655	D3976			
12814	A10656	D3977			
12815	A10657	D3978			
12816	A10658	D3979			
12817	A10659	B8593			
12818	A10660	B8594			
12819	A10661	B8595			
12820	C1912	D3980			
12821	C1913	D3981			
12822	A10662	B8596			
12823	A10663	B8597			
12824	A10664	D3982			
12825	A10665	B8598			
12826	A10666	B8599			
12827	A10667	B8600			
12828	A10668	B8601			
12829	A10669	B8602			
12830	C1914	D3983			
12831	A10670	D3984			
12832	A10671	B8603			
12833	A10672	B8604			
12834	C1915	D3985			
12835	C1916	D3986			
12836	A10673	B8605			
12837	A10674	B8606			
12838	C1917	D3987			
12839	A10675	B8607			
12840	A10676	B8608			
12841	A10677	D3988			
12842	C1918	D3989			
12843	A10678	D3990			
12844	A10679	B8609			
12845	A10680	B8610			
12846	A10681	B8611			
12847	A10682	D3991			
12848	A10683	B8612			
12849	A10684	D3992			
12850	A10685	B8613			
12851	A10686	B8614			
12852	C1919	B8615			
12853	A10687	B8616			
12854	A10688	B8617			
12855	C1920	D3993			
12856	A10690	B8619			
12857	A10691	B8620			
12858	A10692	B8621			
12859	C1921	D3994			
12860	A10693	B8622			
12861	A10694	B8623			
12862	A10695	B8624			
12863	A10696	D3995			
12864	A10697	D3996			
12865	A10698	B8625			
12866	A10699	B8626			
12867	A10700	D3997			
12868	A10701	B8627			
12869	A10702	B8628			
12870	A10703	B8629			
12871	A10704	B8630			
12872	A10705	B8631			
12873	A10706	B8632			
12874	A10707	B8633			
12875	C1922	B8634			
12876	A10708	D3998			
12877	C1923	D3999			
12878	A10709	B8635			
12879	A10710	B8636			
12880	A10711	B8637			
12881	A10712	D4000			
12882	A10713	D4001			
12883	A10714	B8638			
12884	A10715	B8639			
12885	A10716	B8640			
12886	C1924	B8641			
12887	C1925	B8642			
12888	A10717	B8643			
12889	C1926	D4002			
12890	A10718	D4003			
12891	A10719	B8644			
12892	A10720	B8645			
12893	A10721	B8646			
12894	A10722	B8647			
12895	C1927	D4004			
12896	C1928	D4005			
12897	A10723	B8648			
12898	A10724	D4006			
12899	A10725	B8649			
12900	C1929	D4007			
12901	C1930	D4008			
12902	A10726	B8650			
12903	A10727	B8651			
12904	A10728	B8652			
12905	A10729	B8653			
12906	A10730	D4009			
12907	A10731	B8654			
12908	A10732	B8655			
12909	A10733	B8656			
12910	A10734	B8657			
12911	A10735	B8658			
12912	A10736	B8659			
12913	A10737	D4010			
12914	A10738	B8660			
12915	A10739	B8661			
12916	A10740	B8662			
12917	C1931	D4011			
12918	C1932	D4012			
12919	A10741	B8663			
12920	A10742	B8664			
12921	A10743	D4013			
12922	A10744	D4014			
12923	A10745	D4015			
12924	A10746	D4016			
12925	A10747	B8665			
12926	A10748	B8666			
12927	C1933	D4017			
12928	A10749	B8667			
12929	A10750	B8668			
12930	A10751	D4018			
12931	C1934	B8669			
12932	A10752	B8670			
12933	A10753	B8671			
12934	C1935	D4019			
12935	C1936	D4020			
12936	A10754	D4021			
12937	C1937	D4022			
12938	A10755	B8672			
12939	A10756	B8674			
12940	A10757	B8675			
12941	A10758	B8676			
12942	A10760	D4023			
12943	A10761	D4024			
12944	A10762	D4025			
12945	A10763	B8678			
12946	A10764	B8679			
12947	A10765	B8680			
12948	A10766	B8681			
12949	A10767	B8682			
12950	A10768	D4026			
12951	A10769	B8683			
12952	A10771	B8685			
12953	A10772	B8686			
12954	C1938	D4027			
12955	A10773	B8687			
12956	A10774	B8688			
12957	A10775	B8689			
12958	A10776	B8690			
12959	A10777	B8691			
12960	A10778	B8692			
12961	A10779	B8693			
12962	C1939	B8694			
12963	C1940	B8695			
12964	A10780	B8696			
12965	A10781	B8697			
12966	A10782	B8698			
12967	A10783	B8699			
12968	A10784	D4028			
12969	A10785	B8700			
12970	A10787	B8702			
12971	A10788	B8703			
12972	A10789	D4029			
12973	A10790	B8704			
12974	A10791	B8705			
12975	A10792	B8706			
12976	A10794	B8707			
12977	C1941	D4030			
12978	C1942	D4031			
12979	C1943	D4032			
12980	A10795	B8708			
12981	A10796	B8709			
12982	A10797	B8710			
12983	A10798	B8711			
12984	A10799	D4033			
12985	A10800	B8712			
12986	A10801	B8713			
12987	A10802	B8714			
12988	A10803	B8715			
12989	C1944	D4034			
12990	A10804	B8716			
12991	A10805	B8717			
12992	A10806	B8718			
12993	A10807	D4035			
12994	A10809	B8720			
12995	A10810	D4036			
12996	A10811	B8721			
12997	A10812	B8722			
12998	A10813	B8723			
12999	A10814	B8724			
13000	A10815	B8725			
13001	A10816	B8726			
13002	A10817	B8727			
13003	C1945	D4037			
13004	A10818	B8728			
13005	A10819	B8729			
13006	A10820	B8730			
13007	C1946	D4038			
13008	A10821	B8731			
13009	A10822	B8732			
13010	A10823	B8733			
13011	A10824	B8734			
13012	A10825	B8735			
13013	A10826	B8736			
13014	A10827	B8737			
13015	A10828	D4039			
13016	C1947	D4040			
13017	A10829	D4041			
13018	C1948	D4042			
13019	A10831	B8739			
13020	A10832	B8740			
13021	C1949	D4043			
13022	C1950	D4044			
13023	A10833	B8741			
13024	A10834	B8742			
13025	C1951	D4045			
13026	A10835	B8743			
13027	C1952	D4046			
13028	C1953	D4047			
13029	A10836	D4048			
13030	A10837	B8744			
13031	A10838	B8745			
13032	A10839	B8746			
13033	A10840	B8747			
13034	A10841	B8748			
13035	A10842	B8749			
13036	A10843	B8750			
13037	A10844	B8751			
13038	A10845	B8752			
13039	C1954	D4049			
13040	A10846	B8753			
13041	A10847	B8754			
13042	A10848	B8755			
13043	A10849	B8756			
13044	A10850	B8757			
13045	A10851	D4050			
13046	A10852	B8758			
13047	A10853	B8759			
13048	A10856	B8762			
13049	A10857	D4051			
13050	A10858	B8763			
13051	A10859	B8764			
13052	A10860	B8765			
13053	A10861	D4052			
13054	A10862	D4053			
13055	A10863	B8766			
13056	A10864	B8767			
13057	C1955	D4054			
13058	A10865	B8768			
13059	A10866	D4055			
13060	A10867	B8769			
13061	A10868	D4056			
13062	C1956	D4057			
13063	A10869	B8770			
13064	A10870	B8771			
